A5443,09859,10000
A5449,09851,10000
A5449,09852,10000
A545,0986,00000
A546,0987,00000
A5481,09882,00000
A5482,09889,10000
A5483,09883,10000
A5483,09884,10000
A5483,09885,10000
A5484,09889,10000
A5485,09886,00000
A5486,09889,10111
A5486,99591,10112
A5489,09881,10000
A5489,09889,10000
A549,09889,10000
A55,0991,00000
A5600,09953,10000
A5601,09953,10111
A5601,5954,10112
A5602,09953,10111
A5602,61611,10112
A5609,09953,10000
A5611,09954,10111
A5611,6149,10112
A5619,09954,10000
A562,09955,00000
A563,09952,00000
A564,09951,00000
A568,09959,10000
A57,0990,00000
A58,0992,00000
A5900,13100,00000
A5901,13101,00000
A5902,13103,00000
A5903,13102,10000
A5909,13109,00000
A598,1318,00000
A599,1319,00000
A6000,05410,10000
A6001,05413,00000
A6002,05419,10000
A6003,05419,10000
A6004,05411,10000
A6004,05412,10000
A6009,05419,10000
A601,05419,10000
A609,05410,10000
A630,07811,00000
A638,0998,10000
A64,0999,00000
A65,1040,00000
A660,1020,00000
A661,1021,00000
A662,1022,00000
A663,1023,00000
A664,1024,00000
A665,1025,00000
A666,1026,00000
A667,1027,00000
A668,1028,00000
A669,1029,00000
A670,1030,00000
A671,1031,00000
A672,1032,00000
A673,1033,00000
A679,1039,00000
A680,0870,00000
A681,0871,00000
A689,0879,00000
A690,101,10000
A690,5281,10000
A691,101,10000
A6920,08881,10000
A6921,08881,10000
A6922,08881,10000
A6923,08881,10000
A6929,08881,10000
A698,1048,00000
A699,1049,00000
A70,0739,10000
A710,0760,00000
A711,0761,00000
A719,0769,00000
A740,0770,10000
A740,07798,10000
A7481,07988,10000
A7489,07888,10000
A749,07998,10000
A750,080,00000
A751,0811,00000
A752,0810,00000
A753,0812,00000
A759,0819,00000
A770,0820,10000
A771,0821,00000
A772,0822,00000
A773,0823,00000
A7740,08240,00000
A7741,08241,00000
A7749,08249,00000
A778,0828,10000
A779,0820,10000
A78,0830,00000
A790,0831,00000
A791,0832,10000
A7981,0838,10000
A7989,0838,10000
A799,0839,10000
A800,04510,10000
A801,04510,10000
A802,04510,10000
A8030,04510,10000
A8039,04510,10000
A804,04520,10000
A809,04590,10000
A8100,04619,10000
A8101,04611,00000
A8109,04619,10000
A811,0462,00000
A812,0463,10000
A8181,0460,00000
A8182,04671,00000
A8183,04672,00000
A8189,04679,10000
A8189,0468,10000
A819,0469,00000
A820,071,10000
A821,071,10000
A829,071,10000
A830,0620,00000
A831,0621,00000
A832,0622,00000
A833,0623,00000
A834,0624,00000
A835,0625,00000
A836,0628,10000
A838,0628,10000
A839,0629,00000
A840,0630,00000
A841,0632,00000
A848,0631,10000
A848,0638,10000
A849,0639,00000
A850,0498,10000
A851,0498,10000
A852,064,00000
A858,0498,10000
A86,0499,10000
A870,0470,10000
A870,0471,10000
A870,0478,10000
A871,0491,00000
A872,0490,00000
A878,0478,10000
A879,0479,10000
A880,048,10000
A881,07881,00000
A888,0498,10000
A89,0499,10000
A90,061,00000
A91,0654,10000
A920,0654,10000
A920,0663,10000
A921,0663,10000
A922,0662,00000
A9230,06640,00000
A9231,06641,00000
A9232,06642,00000
A9239,06649,00000
A924,0663,10000
A925,0663,10000
A928,0663,10000
A929,0669,10000
A930,0663,10000
A931,0660,00000
A932,0661,10000
A938,0668,00000
A94,0669,10000
A950,0600,00000
A951,0601,00000
A959,0609,00000
A960,0787,10000
A961,0787,10000
A962,07889,10000
A968,0787,10000
A969,0787,10000
A980,0650,00000
A981,0651,00000
A982,0652,00000
A983,07889,10000
A984,07889,10000
A985,0786,00000
A988,0653,10000
A99,0659,10000
B000,0540,00000
B001,05473,10000
B002,0542,00000
B003,05472,00000
B004,0543,10000
B0050,05440,00000
B0051,05444,00000
B0052,05442,10000
B0052,05443,10000
B0053,05449,10000
B0059,05441,10000
B0059,05449,10000
B007,0545,00000
B0081,05471,10000
B0082,05474,00000
B0089,0546,10000
B0089,05479,10000
B009,0548,10000
B009,0549,10000
B010,0527,10000
B0111,0520,10000
B0112,0522,00000
B012,0521,00000
B0181,0527,10000
B0189,0527,10000
B0189,0528,10000
B019,0529,00000
B020,05319,10000
B021,0530,00000
B0221,05311,00000
B0222,05312,00000
B0223,05313,00000
B0224,05314,00000
B0229,05310,10000
B0229,05319,10000
B0230,05329,10000
B0231,05329,10000
B0232,05322,00000
B0233,05321,00000
B0234,05329,10000
B0239,05320,10000
B0239,05329,10000
B027,0538,10000
B028,05371,10000
B028,05379,10000
B028,0538,10000
B029,0539,00000
B03,0500,10000
B03,0501,10000
B03,0509,10000
B04,05901,00000
B050,0550,00000
B051,05579,10000
B052,0551,00000
B053,0552,00000
B054,05579,10000
B0581,05571,00000
B0589,05579,10000
B059,0559,00000
B0600,05600,00000
B0601,05601,00000
B0602,05609,10000
B0609,05609,10000
B0681,05679,10000
B0682,05671,00000
B0689,05679,10000
B069,0569,00000
B070,07812,00000
B078,07819,00000
B079,07810,00000
B08010,05101,00000
B08011,05102,00000
B0802,0512,10000
B0803,0511,00000
B0804,0519,10000
B0809,05900,10000
B0809,05909,10000
B081,0780,00000
B0820,05810,00000
B0821,05811,00000
B0822,05812,00000
B083,0570,00000
B084,0743,00000
B085,0740,00000
B0860,05910,00000
B0861,05911,00000
B0862,05912,00000
B0869,05919,00000
B0870,05920,10000
B0871,05921,00000
B0872,05922,00000
B0879,05920,10000
B088,0598,10000
B088,0784,10000
B09,0578,10000
B09,0579,10000
B1001,05821,00000
B1009,05829,00000
B1081,05881,10000
B1082,05882,10000
B1089,05889,10000
B150,0700,00000
B159,0701,00000
B160,07021,10000
B161,07031,10000
B162,07020,10000
B169,07030,10000
B170,07052,10000
B1710,07051,00000
B1711,07041,00000
B172,07053,10000
B178,07049,10000
B178,07059,10000
B179,0709,10000
B180,07033,10000
B181,07032,10000
B182,07054,10000
B188,07059,10000
B189,07059,10000
B190,0706,00000
B1910,07030,10000
B1911,07020,10000
B1920,07070,00000
B1921,07071,00000
B199,0709,10000
B20,042,00000
B250,0785,10111
B250,4841,10112
B251,0785,10111
B251,5731,10112
B252,0785,10111
B252,5770,10112
B258,0785,10000
B259,0785,10000
B260,0720,00000
B261,0721,00000
B262,0722,00000
B263,0723,00000
B2681,07271,00000
B2682,07279,10000
B2683,07279,10000
B2684,07272,00000
B2685,07279,10000
B2689,07279,10000
B269,0729,00000
B2700,075,10000
B2701,075,10000
B2702,075,10000
B2709,075,10000
B2710,075,10000
B2711,075,10000
B2712,075,10000
B2719,075,10000
B2780,075,10000
B2781,075,10000
B2782,075,10000
B2789,075,10000
B2790,075,10000
B2791,075,10000
B2792,075,10000
B2799,075,10000
B300,0771,00000
B301,0773,10000
B302,0772,00000
B303,0774,00000
B308,0778,00000
B309,07799,00000
B330,0741,00000
B331,0663,10000
B3320,07420,10000
B3321,07422,10000
B3322,07423,10000
B3323,07421,10000
B3324,07889,10000
B333,07959,10000
B334,07981,10000
B338,0782,10000
B338,07889,10000
B338,07989,10000
B340,0790,10000
B341,0748,10000
B341,07989,10000
B342,07989,10000
B343,07983,10000
B344,07989,10000
B348,07989,10000
B349,7908,10000
B350,1100,00000
B351,1101,00000
B352,1102,00000
B353,1104,00000
B354,1105,10000
B355,1105,10000
B356,1103,00000
B358,1106,10000
B358,1108,10000
B359,1109,00000
B360,1110,00000
B361,1111,00000
B362,1112,00000
B363,1113,00000
B368,1118,10000
B369,1119,10000
B370,1120,10000
B371,1124,10000
B372,1123,00000
B373,1121,00000
B3741,1122,10000
B3742,1122,10000
B3749,1122,10000
B375,11283,00000
B376,11281,00000
B377,1125,10111
B377,99591,10112
B3781,11284,00000
B3782,11285,00000
B3783,1120,10000
B3784,11282,00000
B3789,11289,10000
B379,1129,00000
B380,1140,10000
B381,1144,00000
B382,1145,00000
B383,1141,10000
B384,1142,00000
B387,1143,10000
B3881,1141,10000
B3889,1143,10000
B389,1149,00000
B390,11505,10000
B391,11505,10000
B392,11505,10000
B393,11509,10000
B394,11500,10000
B395,11510,10000
B399,11590,10000
B400,1160,10000
B401,1160,10000
B402,1160,10000
B403,1160,10000
B407,1160,10000
B4081,1160,10000
B4089,1160,10000
B409,1160,10000
B410,1161,10000
B417,1161,10000
B418,1161,10000
B419,1161,10000
B420,1171,10000
B421,1171,10000
B427,1171,10000
B4281,1171,10000
B4282,1171,10000
B4289,1171,10000
B429,1171,10000
B430,1172,10000
B431,1172,10000
B432,1172,10000
B438,1172,10000
B439,1172,10000
B440,1173,10111
B440,4846,10112
B441,1173,10000
B442,1173,10000
B447,1173,10000
B4481,5186,00000
B4489,1173,10000
B449,1173,10000
B450,1175,10000
B451,1175,10111
B451,3210,10112
B452,1175,10000
B453,1175,10000
B457,1175,10000
B458,1175,10000
B459,1175,10000
B460,1177,10000
B461,1177,10000
B462,1177,10000
B463,1177,10000
B464,1177,10000
B465,1177,10000
B468,1177,10000
B469,1177,10000
B470,1174,10000
B471,0399,10000
B479,0394,10000
B480,1162,00000
B481,1170,00000
B482,1176,00000
B483,1179,10000
B484,1173,10000
B488,1178,10000
B488,118,10000
B49,1179,10000
B500,0849,10000
B508,0848,10000
B508,0849,10000
B509,0840,10000
B510,0849,10000
B518,0849,10000
B519,0841,10000
B519,0845,10000
B520,0849,10111
B520,58181,10112
B528,0849,10000
B529,0842,10000
B529,0845,10000
B530,0843,00000
B531,0844,10000
B538,0844,10000
B54,0846,00000
B550,0850,00000
B551,0851,10000
B551,0852,10000
B551,0853,10000
B551,0854,10000
B552,0855,00000
B559,0859,00000
B560,0863,00000
B561,0864,00000
B569,0865,10000
B569,0869,10000
B570,0860,10000
B571,0862,10000
B572,0860,10000
B5730,0861,10000
B5731,0861,10000
B5732,0861,10000
B5739,0861,10000
B5740,0861,10000
B5741,0861,10000
B5742,0861,10000
B5749,0861,10000
B575,0861,10000
B5800,1307,10000
B5801,1302,00000
B5809,1301,10000
B581,1305,00000
B582,1300,00000
B583,1304,10000
B5881,1303,00000
B5882,1307,10000
B5883,1307,10000
B5889,1307,10000
B589,1309,00000
B59,1363,00000
B600,08882,00000
B6010,13629,10000
B6011,13621,10000
B6012,13621,10111
B6012,37215,10112
B6013,13621,10111
B6013,3708,10112
B6019,13629,10000
B602,13629,10000
B608,1368,10000
B64,0889,10000
B64,1369,10000
B650,1200,00000
B651,1201,00000
B652,1202,00000
B653,1203,00000
B658,1208,00000
B659,1209,00000
B660,1210,00000
B661,1211,00000
B662,1218,10000
B663,1213,00000
B664,1212,00000
B665,1214,00000
B668,1215,10000
B668,1216,10000
B668,1218,10000
B669,1219,00000
B670,1220,00000
B671,1221,00000
B672,1223,10000
B6731,1222,00000
B6732,1223,10000
B6739,1223,10000
B674,1224,00000
B675,1225,00000
B6761,1226,10000
B6769,1226,10000
B677,1227,00000
B678,1228,00000
B6790,1229,10000
B6799,1229,10000
B680,1230,00000
B681,1232,00000
B689,1233,00000
B690,1231,10000
B691,1231,10000
B6981,1231,10000
B6989,1231,10000
B699,1231,10000
B700,1234,00000
B701,1235,00000
B710,1236,00000
B711,1238,10000
B718,1238,10000
B719,1239,00000
B72,1257,00000
B7300,1253,10000
B7301,1253,10000
B7302,1253,10000
B7309,1253,10000
B731,1253,10000
B740,1250,00000
B741,1251,00000
B742,1256,10000
B743,1252,00000
B744,1255,00000
B748,1256,10000
B749,1259,00000
B75,124,00000
B760,1260,10000
B760,1262,10000
B760,1263,10000
B760,1268,10000
B761,1261,00000
B768,1269,10000
B769,1269,10000
B770,1270,10000
B7781,1270,10111
B7781,4848,10112
B7789,1270,10000
B779,1270,10000
B780,1272,10000
B781,6868,10000
B787,1272,10000
B789,1272,10000
B79,1273,00000
B80,1274,00000
B810,1271,00000
B811,1275,00000
B812,1276,00000
B813,1277,10000
B814,1278,00000
B818,1277,10000
B820,1279,00000
B829,129,00000
B830,1280,00000
B831,1281,00000
B832,1288,10000
B833,1288,10000
B834,1342,10000
B838,1288,10000
B839,1289,00000
B850,1320,00000
B851,1321,00000
B852,1329,00000
B853,1322,00000
B854,1323,00000
B86,1330,00000
B870,1340,10000
B871,1340,10000
B872,1340,10000
B873,1340,10000
B874,1340,10000
B8781,1340,10000
B8782,1340,10000
B8789,1340,10000
B879,1340,10000
B880,1338,10000
B881,1341,10000
B882,1341,10000
B883,1342,10000
B888,1348,10000
B889,1349,10000
B89,1369,10000
B900,1371,00000
B901,1372,00000
B902,1373,00000
B908,1374,00000
B909,1370,00000
B91,138,10000
B92,1398,10000
B940,1391,00000
B941,1390,00000
B942,1398,10000
B948,1398,10000
B949,1398,10000
B950,04101,00000
B951,04102,00000
B952,04104,00000
B953,04109,10000
B954,04109,10000
B955,04100,10000
B9561,04111,10000
B9562,04112,10000
B957,04119,10000
B958,04110,10000
B960,04181,10000
B961,0413,00000
B9620,04149,10000
B9621,04141,00000
B9622,04142,00000
B9623,04143,00000
B9629,04149,10000
B963,0415,10000
B964,0416,00000
B965,0417,00000
B966,04182,00000
B967,04183,10000
B9681,04186,00000
B9682,04184,10000
B9689,04189,10000
B970,0790,10000
B9710,07999,10000
B9711,0792,10000
B9712,0791,10000
B9719,07989,10000
B9721,07982,00000
B9729,07989,10000
B9730,07950,00000
B9731,07959,10000
B9732,07959,10000
B9733,07951,00000
B9734,07952,00000
B9735,07953,00000
B9739,07959,10000
B974,0796,10000
B975,07989,10000
B976,07989,10000
B977,0794,00000
B9781,07989,10000
B9789,07989,10000
B9789,07999,10000
B998,1368,10000
B999,1369,10000
C000,1400,00000
C001,1401,00000
C002,1409,10000
C003,1403,00000
C004,1404,00000
C005,1405,00000
C006,1406,00000
C008,1408,00000
C009,1409,10000
C01,1410,00000
C020,1411,00000
C021,1412,00000
C022,1413,00000
C023,1414,00000
C024,1416,00000
C028,1418,10000
C029,1419,00000
C030,1430,00000
C031,1431,00000
C039,1438,10000
C039,1439,10000
C040,1440,00000
C041,1441,00000
C048,1448,00000
C049,1449,00000
C050,1452,00000
C051,1453,00000
C052,1454,00000
C058,1455,10000
C059,1455,10000
C060,1450,00000
C061,1451,00000
C062,1456,00000
C0680,1458,10000
C0689,1458,10000
C069,1459,00000
C07,1420,00000
C080,1421,00000
C081,1422,00000
C089,1428,10000
C089,1429,10000
C090,1461,00000
C091,1462,00000
C098,1460,10000
C099,1460,10000
C100,1463,00000
C101,1464,00000
C102,1466,00000
C103,1467,00000
C104,1468,10000
C108,1468,10000
C109,1469,00000
C110,1470,00000
C111,1471,00000
C112,1472,00000
C113,1473,00000
C118,1478,10000
C119,1479,00000
C12,1481,00000
C130,1480,00000
C131,1482,00000
C132,1483,00000
C138,1488,10000
C139,1489,00000
C140,1490,00000
C142,1491,00000
C148,1498,10000
C148,1499,10000
C153,1500,10000
C153,1503,10000
C154,1501,10000
C154,1504,10000
C155,1502,10000
C155,1505,10000
C158,1508,10000
C159,1509,00000
C160,1510,00000
C161,1513,00000
C162,1514,00000
C163,1512,00000
C164,1511,00000
C165,1515,00000
C166,1516,00000
C168,1518,10000
C169,1519,00000
C170,1520,00000
C171,1521,00000
C172,1522,00000
C173,1523,00000
C178,1528,10000
C179,1529,00000
C180,1534,00000
C181,1535,00000
C182,1536,00000
C183,1530,00000
C184,1531,00000
C185,1537,00000
C186,1532,00000
C187,1533,00000
C188,1538,10000
C189,1539,00000
C19,1540,00000
C20,1541,00000
C210,1543,00000
C211,1542,00000
C212,1548,10000
C218,1548,10000
C220,1550,10000
C221,1551,00000
C222,1550,10000
C223,1550,10000
C224,1550,10000
C227,1550,10000
C228,1550,10000
C229,1552,00000
C23,1560,00000
C240,1561,00000
C241,1562,00000
C248,1568,00000
C249,1569,00000
C250,1570,00000
C251,1571,00000
C252,1572,00000
C253,1573,00000
C254,1574,00000
C257,1578,10000
C258,1578,10000
C259,1579,00000
C260,1590,00000
C261,1591,00000
C269,1598,10000
C269,1599,10000
C300,1600,00000
C301,1601,00000
C310,1602,00000
C311,1603,00000
C312,1604,00000
C313,1605,00000
C318,1608,00000
C319,1609,00000
C320,1610,00000
C321,1611,00000
C322,1612,00000
C323,1613,00000
C328,1618,00000
C329,1619,00000
C33,1620,00000
C3400,1622,10000
C3401,1622,10000
C3402,1622,10000
C3410,1623,10000
C3411,1623,10000
C3412,1623,10000
C342,1624,00000
C3430,1625,10000
C3431,1625,10000
C3432,1625,10000
C3480,1628,10000
C3481,1628,10000
C3482,1628,10000
C3490,1629,10000
C3491,1629,10000
C3492,1629,10000
C37,1640,00000
C380,1641,10000
C381,1642,00000
C382,1643,00000
C383,1649,00000
C384,1639,10000
C388,1648,00000
C390,1650,00000
C399,1658,10000
C399,1659,10000
C4000,1704,10000
C4001,1704,10000
C4002,1704,10000
C4010,1705,10000
C4011,1705,10000
C4012,1705,10000
C4020,1707,10000
C4021,1707,10000
C4022,1707,10000
C4030,1708,10000
C4031,1708,10000
C4032,1708,10000
C4080,1709,10000
C4081,1709,10000
C4082,1709,10000
C4090,1709,10000
C4091,1709,10000
C4092,1709,10000
C410,1700,00000
C411,1701,00000
C412,1702,00000
C413,1703,00000
C414,1706,00000
C419,1709,10000
C430,1720,10000
C4310,1721,10000
C4311,1721,10000
C4312,1721,10000
C4320,1722,10000
C4321,1722,10000
C4322,1722,10000
C4330,1723,10000
C4331,1723,10000
C4339,1723,10000
C434,1724,10000
C4351,1725,10000
C4352,1725,10000
C4359,1725,10000
C4360,1726,10000
C4361,1726,10000
C4362,1726,10000
C4370,1727,10000
C4371,1727,10000
C4372,1727,10000
C438,1728,10000
C439,1729,10000
C4400,17300,00000
C4401,17301,00000
C4402,17302,00000
C4409,17309,00000
C44101,17310,10000
C44102,17310,10000
C44109,17310,10000
C44111,17311,10000
C44112,17311,10000
C44119,17311,10000
C44121,17312,10000
C44122,17312,10000
C44129,17312,10000
C44191,17319,10000
C44192,17319,10000
C44199,17319,10000
C44201,17320,10000
C44202,17320,10000
C44209,17320,10000
C44211,17321,10000
C44212,17321,10000
C44219,17321,10000
C44221,17322,10000
C44222,17322,10000
C44229,17322,10000
C44291,17329,10000
C44292,17329,10000
C44299,17329,10000
C44300,17330,10000
C44301,17330,10000
C44309,17330,10000
C44310,17331,10000
C44311,17331,10000
C44319,17331,10000
